201904150100: 0.94,201904150200: 0.54,201904150300: 0.33,201904150400: 0.24,201904150500: 0.2,201904150600: 0.42,201904150700: 0.75,201904150800: 0.88,201904150900: 0.94,201904151000: 0.97,201904151100: 0.95,201904151200: 0.98,201904151300: 0.97,201904151400: 0.83,201904151500: 0.79,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.33,201904160000: 0.52,
201904150200: 0.54,201904150300: 0.34,201904150400: 0.24,201904150500: 0.2,201904150600: 0.42,201904150700: 0.75,201904150800: 0.88,201904150900: 0.94,201904151000: 0.97,201904151100: 0.95,201904151200: 0.98,201904151300: 0.97,201904151400: 0.83,201904151500: 0.78,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.98,201904152100: 0.98,201904152200: 0.89,201904152300: 0.32,201904160000: 0.51,201904160100: 0.96,
201904150300: 0.34,201904150400: 0.24,201904150500: 0.2,201904150600: 0.42,201904150700: 0.75,201904150800: 0.88,201904150900: 0.94,201904151000: 0.97,201904151100: 0.95,201904151200: 0.98,201904151300: 0.97,201904151400: 0.83,201904151500: 0.78,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.88,201904152000: 0.98,201904152100: 0.97,201904152200: 0.88,201904152300: 0.31,201904160000: 0.51,201904160100: 0.95,201904160200: 0.58,
201904150400: 0.24,201904150500: 0.2,201904150600: 0.42,201904150700: 0.75,201904150800: 0.88,201904150900: 0.94,201904151000: 0.97,201904151100: 0.95,201904151200: 0.98,201904151300: 0.97,201904151400: 0.83,201904151500: 0.78,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.98,201904152100: 0.98,201904152200: 0.89,201904152300: 0.32,201904160000: 0.52,201904160100: 0.97,201904160200: 0.57,201904160300: 0.35,
201904150500: 0.2,201904150600: 0.42,201904150700: 0.75,201904150800: 0.89,201904150900: 0.95,201904151000: 0.98,201904151100: 0.96,201904151200: 0.98,201904151300: 0.98,201904151400: 0.84,201904151500: 0.79,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.31,201904160000: 0.5,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,
201904150600: 0.42,201904150700: 0.76,201904150800: 0.89,201904150900: 0.95,201904151000: 0.98,201904151100: 0.96,201904151200: 0.98,201904151300: 0.98,201904151400: 0.84,201904151500: 0.79,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.31,201904160000: 0.5,201904160100: 0.94,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,
201904150700: 0.74,201904150800: 0.88,201904150900: 0.94,201904151000: 0.97,201904151100: 0.95,201904151200: 0.98,201904151300: 0.97,201904151400: 0.83,201904151500: 0.78,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.33,201904160000: 0.52,201904160100: 0.97,201904160200: 0.57,201904160300: 0.35,201904160400: 0.25,201904160500: 0.23,201904160600: 0.47,
201904150800: 0.9,201904150900: 0.96,201904151000: 0.99,201904151100: 0.96,201904151200: 0.97,201904151300: 0.98,201904151400: 0.84,201904151500: 0.79,201904151600: 0.8,201904151700: 0.82,201904151800: 0.84,201904151900: 0.9,201904152000: 0.99,201904152100: 0.99,201904152200: 0.9,201904152300: 0.31,201904160000: 0.49,201904160100: 0.93,201904160200: 0.59,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.86,
201904150900: 0.94,201904151000: 0.97,201904151100: 0.95,201904151200: 0.98,201904151300: 0.97,201904151400: 0.83,201904151500: 0.79,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.98,201904152100: 0.98,201904152200: 0.89,201904152300: 0.31,201904160000: 0.5,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,
201904151000: 0.97,201904151100: 0.95,201904151200: 0.99,201904151300: 0.97,201904151400: 0.83,201904151500: 0.78,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.88,201904152000: 0.98,201904152100: 0.97,201904152200: 0.89,201904152300: 0.32,201904160000: 0.52,201904160100: 0.97,201904160200: 0.57,201904160300: 0.35,201904160400: 0.25,201904160500: 0.23,201904160600: 0.47,201904160700: 0.84,201904160800: 0.97,201904160900: 1.0,
201904151100: 0.95,201904151200: 0.98,201904151300: 0.97,201904151400: 0.84,201904151500: 0.79,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.32,201904160000: 0.51,201904160100: 0.96,201904160200: 0.58,201904160300: 0.35,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.84,201904160800: 0.98,201904160900: 0.99,201904161000: 0.97,
201904151200: 0.98,201904151300: 0.98,201904151400: 0.84,201904151500: 0.79,201904151600: 0.79,201904151700: 0.81,201904151800: 0.84,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.31,201904160000: 0.5,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 1.0,
201904151300: 0.98,201904151400: 0.84,201904151500: 0.79,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.31,201904160000: 0.5,201904160100: 0.94,201904160200: 0.59,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 1.0,201904161200: 0.92,
201904151400: 0.84,201904151500: 0.79,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.31,201904160000: 0.51,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.99,
201904151500: 0.78,201904151600: 0.79,201904151700: 0.81,201904151800: 0.83,201904151900: 0.88,201904152000: 0.98,201904152100: 0.97,201904152200: 0.88,201904152300: 0.31,201904160000: 0.5,201904160100: 0.94,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.98,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.98,201904161400: 0.82,
201904151600: 0.8,201904151700: 0.82,201904151800: 0.84,201904151900: 0.9,201904152000: 0.99,201904152100: 0.99,201904152200: 0.9,201904152300: 0.32,201904160000: 0.51,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.98,201904161000: 0.96,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.79,
201904151700: 0.82,201904151800: 0.84,201904151900: 0.9,201904152000: 0.99,201904152100: 0.99,201904152200: 0.9,201904152300: 0.32,201904160000: 0.51,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.77,
201904151800: 0.83,201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.32,201904160000: 0.52,201904160100: 0.97,201904160200: 0.57,201904160300: 0.35,201904160400: 0.25,201904160500: 0.23,201904160600: 0.47,201904160700: 0.84,201904160800: 0.98,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.98,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,
201904151900: 0.89,201904152000: 0.99,201904152100: 0.98,201904152200: 0.89,201904152300: 0.31,201904160000: 0.51,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.98,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.77,201904161800: 0.8,
201904152000: 0.99,201904152100: 0.99,201904152200: 0.9,201904152300: 0.32,201904160000: 0.51,201904160100: 0.96,201904160200: 0.58,201904160300: 0.35,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.77,201904161700: 0.78,201904161800: 0.81,201904161900: 0.83,
201904152100: 0.98,201904152200: 0.89,201904152300: 0.32,201904160000: 0.51,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,
201904152200: 0.89,201904152300: 0.32,201904160000: 0.51,201904160100: 0.95,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.98,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.98,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.77,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.98,
201904152300: 0.31,201904160000: 0.5,201904160100: 0.94,201904160200: 0.58,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.98,201904161400: 0.82,201904161500: 0.78,201904161600: 0.76,201904161700: 0.77,201904161800: 0.8,201904161900: 0.83,201904162000: 0.92,201904162100: 0.98,201904162200: 0.91,
201904160000: 0.49,201904160100: 0.93,201904160200: 0.59,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.98,201904161000: 0.96,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.28,
201904160100: 0.96,201904160200: 0.58,201904160300: 0.35,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.84,201904160800: 0.98,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.29,201904170000: 0.51,
201904160200: 0.59,201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.86,201904160800: 1.0,201904160900: 0.98,201904161000: 0.96,201904161100: 1.0,201904161200: 0.92,201904161300: 1.0,201904161400: 0.84,201904161500: 0.79,201904161600: 0.77,201904161700: 0.78,201904161800: 0.81,201904161900: 0.84,201904162000: 0.94,201904162100: 0.99,201904162200: 0.93,201904162300: 0.28,201904170000: 0.5,201904170100: 0.96,
201904160300: 0.36,201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.85,201904160800: 0.99,201904160900: 0.98,201904161000: 0.96,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.77,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.28,201904170000: 0.5,201904170100: 0.96,201904170200: 0.56,
201904160400: 0.25,201904160500: 0.24,201904160600: 0.48,201904160700: 0.84,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.79,201904161600: 0.77,201904161700: 0.78,201904161800: 0.81,201904161900: 0.84,201904162000: 0.94,201904162100: 1.0,201904162200: 0.93,201904162300: 0.3,201904170000: 0.52,201904170100: 1.0,201904170200: 0.55,201904170300: 0.32,
201904160500: 0.24,201904160600: 0.48,201904160700: 0.84,201904160800: 0.98,201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.98,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.77,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.3,201904170000: 0.52,201904170100: 0.99,201904170200: 0.55,201904170300: 0.32,201904170400: 0.25,
201904160600: 0.49,201904160700: 0.86,201904160800: 1.0,201904160900: 0.98,201904161000: 0.96,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.79,201904161600: 0.77,201904161700: 0.78,201904161800: 0.81,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.28,201904170000: 0.49,201904170100: 0.95,201904170200: 0.57,201904170300: 0.33,201904170400: 0.26,201904170500: 0.23,
201904160700: 0.85,201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.77,201904161700: 0.78,201904161800: 0.81,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.93,201904162300: 0.29,201904170000: 0.51,201904170100: 0.98,201904170200: 0.55,201904170300: 0.32,201904170400: 0.25,201904170500: 0.23,201904170600: 0.45,
201904160800: 0.99,201904160900: 0.99,201904161000: 0.97,201904161100: 1.0,201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.77,201904161700: 0.78,201904161800: 0.81,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.93,201904162300: 0.29,201904170000: 0.51,201904170100: 0.99,201904170200: 0.55,201904170300: 0.32,201904170400: 0.25,201904170500: 0.23,201904170600: 0.45,201904170700: 0.75,
201904160900: 0.99,201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.29,201904170000: 0.51,201904170100: 0.98,201904170200: 0.56,201904170300: 0.32,201904170400: 0.25,201904170500: 0.23,201904170600: 0.45,201904170700: 0.75,201904170800: 0.83,
201904161000: 0.97,201904161100: 0.99,201904161200: 0.93,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.3,201904170000: 0.52,201904170100: 0.99,201904170200: 0.55,201904170300: 0.32,201904170400: 0.25,201904170500: 0.23,201904170600: 0.45,201904170700: 0.74,201904170800: 0.83,201904170900: 0.85,
201904161100: 0.99,201904161200: 0.93,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.29,201904170000: 0.51,201904170100: 0.98,201904170200: 0.55,201904170300: 0.32,201904170400: 0.25,201904170500: 0.23,201904170600: 0.45,201904170700: 0.75,201904170800: 0.83,201904170900: 0.86,201904171000: 0.9,
201904161200: 0.92,201904161300: 0.99,201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.29,201904170000: 0.5,201904170100: 0.97,201904170200: 0.56,201904170300: 0.33,201904170400: 0.25,201904170500: 0.23,201904170600: 0.46,201904170700: 0.75,201904170800: 0.83,201904170900: 0.86,201904171000: 0.9,201904171100: 0.9,
201904161300: 1.0,201904161400: 0.84,201904161500: 0.79,201904161600: 0.77,201904161700: 0.78,201904161800: 0.81,201904161900: 0.84,201904162000: 0.94,201904162100: 1.0,201904162200: 0.93,201904162300: 0.27,201904170000: 0.48,201904170100: 0.94,201904170200: 0.58,201904170300: 0.33,201904170400: 0.26,201904170500: 0.24,201904170600: 0.46,201904170700: 0.76,201904170800: 0.85,201904170900: 0.87,201904171000: 0.91,201904171100: 0.91,201904171200: 0.98,
201904161400: 0.83,201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.29,201904170000: 0.5,201904170100: 0.97,201904170200: 0.56,201904170300: 0.33,201904170400: 0.25,201904170500: 0.23,201904170600: 0.46,201904170700: 0.75,201904170800: 0.83,201904170900: 0.86,201904171000: 0.9,201904171100: 0.9,201904171200: 0.99,201904171300: 0.94,
201904161500: 0.78,201904161600: 0.76,201904161700: 0.78,201904161800: 0.8,201904161900: 0.83,201904162000: 0.93,201904162100: 0.99,201904162200: 0.92,201904162300: 0.29,201904170000: 0.51,201904170100: 0.99,201904170200: 0.55,201904170300: 0.32,201904170400: 0.25,201904170500: 0.23,201904170600: 0.45,201904170700: 0.74,201904170800: 0.83,201904170900: 0.86,201904171000: 0.9,201904171100: 0.9,201904171200: 1.0,201904171300: 0.93,201904171400: 0.8,
201904161500: 0.75,201904161600: 0.73,201904161700: 0.75,201904161800: 0.77,201904161900: 0.8,201904162000: 0.9,201904162100: 0.96,201904162200: 0.23,201904162300: 0.33,201904170000: 0.58,201904170100: 0.92,201904170200: 0.51,201904170300: 0.3,201904170400: 0.23,201904170500: 0.21,201904170600: 0.42,201904170700: 0.7,201904170800: 0.78,201904170900: 0.81,201904171000: 0.85,201904171100: 0.86,201904171200: 0.96,201904171300: 0.89,201904171400: 0.76,
201904161600: 0.73,201904161700: 0.74,201904161800: 0.77,201904161900: 0.8,201904162000: 0.89,201904162100: 0.95,201904162200: 0.22,201904162300: 0.32,201904170000: 0.55,201904170100: 0.95,201904170200: 0.52,201904170300: 0.3,201904170400: 0.24,201904170500: 0.22,201904170600: 0.43,201904170700: 0.71,201904170800: 0.79,201904170900: 0.82,201904171000: 0.86,201904171100: 0.86,201904171200: 0.96,201904171300: 0.89,201904171400: 0.76,201904171500: 0.72,
201904161700: 0.76,201904161800: 0.78,201904161900: 0.81,201904162000: 0.91,201904162100: 0.97,201904162200: 0.23,201904162300: 0.33,201904170000: 0.57,201904170100: 0.93,201904170200: 0.51,201904170300: 0.3,201904170400: 0.24,201904170500: 0.22,201904170600: 0.43,201904170700: 0.71,201904170800: 0.79,201904170900: 0.82,201904171000: 0.86,201904171100: 0.86,201904171200: 0.97,201904171300: 0.9,201904171400: 0.77,201904171500: 0.73,201904171600: 0.74,
201904161700: 0.72,201904161800: 0.75,201904161900: 0.78,201904162000: 0.87,201904162100: 0.23,201904162200: 0.27,201904162300: 0.38,201904170000: 0.65,201904170100: 0.82,201904170200: 0.46,201904170300: 0.27,201904170400: 0.21,201904170500: 0.2,201904170600: 0.39,201904170700: 0.66,201904170800: 0.74,201904170900: 0.77,201904171000: 0.81,201904171100: 0.81,201904171200: 0.91,201904171300: 0.85,201904171400: 0.73,201904171500: 0.7,201904171600: 0.7,
201904161700: 0.7,201904161800: 0.73,201904161900: 0.75,201904162000: 0.26,201904162100: 0.27,201904162200: 0.32,201904162300: 0.44,201904170000: 0.73,201904170100: 0.74,201904170200: 0.42,201904170300: 0.25,201904170400: 0.2,201904170500: 0.18,201904170600: 0.37,201904170700: 0.62,201904170800: 0.7,201904170900: 0.73,201904171000: 0.77,201904171100: 0.78,201904171200: 0.87,201904171300: 0.82,201904171400: 0.7,201904171500: 0.67,201904171600: 0.68,
201904161700: 0.67,201904161800: 0.7,201904161900: 0.29,201904162000: 0.29,201904162100: 0.29,201904162200: 0.34,201904162300: 0.47,201904170000: 0.78,201904170100: 0.7,201904170200: 0.39,201904170300: 0.24,201904170400: 0.19,201904170500: 0.17,201904170600: 0.35,201904170700: 0.59,201904170800: 0.66,201904170900: 0.69,201904171000: 0.74,201904171100: 0.74,201904171200: 0.84,201904171300: 0.79,201904171400: 0.68,201904171500: 0.65,201904171600: 0.65,
201904161700: 0.66,201904161800: 0.31,201904161900: 0.33,201904162000: 0.32,201904162100: 0.33,201904162200: 0.38,201904162300: 0.51,201904170000: 0.84,201904170100: 0.65,201904170200: 0.37,201904170300: 0.22,201904170400: 0.18,201904170500: 0.17,201904170600: 0.34,201904170700: 0.56,201904170800: 0.64,201904170900: 0.67,201904171000: 0.71,201904171100: 0.72,201904171200: 0.81,201904171300: 0.76,201904171400: 0.66,201904171500: 0.63,201904171600: 0.63,
201904161700: 0.32,201904161800: 0.35,201904161900: 0.37,201904162000: 0.36,201904162100: 0.36,201904162200: 0.41,201904162300: 0.55,201904170000: 0.91,201904170100: 0.61,201904170200: 0.34,201904170300: 0.21,201904170400: 0.17,201904170500: 0.16,201904170600: 0.32,201904170700: 0.53,201904170800: 0.6,201904170900: 0.63,201904171000: 0.67,201904171100: 0.68,201904171200: 0.77,201904171300: 0.73,201904171400: 0.62,201904171500: 0.6,201904171600: 0.6,
201904161700: 0.38,201904161800: 0.4,201904161900: 0.42,201904162000: 0.4,201904162100: 0.4,201904162200: 0.45,201904162300: 0.6,201904170000: 0.97,201904170100: 0.57,201904170200: 0.32,201904170300: 0.2,201904170400: 0.16,201904170500: 0.15,201904170600: 0.3,201904170700: 0.51,201904170800: 0.58,201904170900: 0.61,201904171000: 0.65,201904171100: 0.66,201904171200: 0.75,201904171300: 0.7,201904171400: 0.61,201904171500: 0.58,201904171600: 0.34,
201904161700: 0.43,201904161800: 0.45,201904161900: 0.46,201904162000: 0.44,201904162100: 0.43,201904162200: 0.49,201904162300: 0.65,201904170000: 0.96,201904170100: 0.53,201904170200: 0.3,201904170300: 0.18,201904170400: 0.15,201904170500: 0.14,201904170600: 0.29,201904170700: 0.48,201904170800: 0.55,201904170900: 0.58,201904171000: 0.62,201904171100: 0.63,201904171200: 0.71,201904171300: 0.68,201904171400: 0.58,201904171500: 0.36,201904171600: 0.4,
201904161700: 0.49,201904161800: 0.5,201904161900: 0.51,201904162000: 0.48,201904162100: 0.47,201904162200: 0.53,201904162300: 0.7,201904170000: 0.89,201904170100: 0.5,201904170200: 0.29,201904170300: 0.17,201904170400: 0.14,201904170500: 0.13,201904170600: 0.27,201904170700: 0.46,201904170800: 0.53,201904170900: 0.56,201904171000: 0.59,201904171100: 0.61,201904171200: 0.69,201904171300: 0.65,201904171400: 0.36,201904171500: 0.42,201904171600: 0.46,
201904161700: 0.54,201904161800: 0.55,201904161900: 0.56,201904162000: 0.52,201904162100: 0.51,201904162200: 0.56,201904162300: 0.74,201904170000: 0.85,201904170100: 0.47,201904170200: 0.27,201904170300: 0.17,201904170400: 0.14,201904170500: 0.13,201904170600: 0.26,201904170700: 0.45,201904170800: 0.51,201904170900: 0.54,201904171000: 0.58,201904171100: 0.59,201904171200: 0.67,201904171300: 0.33,201904171400: 0.42,201904171500: 0.48,201904171600: 0.52,
201904161700: 0.58,201904161800: 0.59,201904161900: 0.6,201904162000: 0.55,201904162100: 0.54,201904162200: 0.59,201904162300: 0.78,201904170000: 0.8,201904170100: 0.45,201904170200: 0.26,201904170300: 0.16,201904170400: 0.13,201904170500: 0.12,201904170600: 0.25,201904170700: 0.43,201904170800: 0.49,201904170900: 0.52,201904171000: 0.55,201904171100: 0.57,201904171200: 0.31,201904171300: 0.37,201904171400: 0.47,201904171500: 0.53,201904171600: 0.56,
201904161700: 0.65,201904161800: 0.65,201904161900: 0.65,201904162000: 0.6,201904162100: 0.58,201904162200: 0.64,201904162300: 0.83,201904170000: 0.75,201904170100: 0.42,201904170200: 0.24,201904170300: 0.15,201904170400: 0.12,201904170500: 0.12,201904170600: 0.24,201904170700: 0.41,201904170800: 0.47,201904170900: 0.49,201904171000: 0.53,201904171100: 0.37,201904171200: 0.37,201904171300: 0.43,201904171400: 0.54,201904171500: 0.6,201904171600: 0.63,
201904161700: 0.69,201904161800: 0.69,201904161900: 0.69,201904162000: 0.63,201904162100: 0.61,201904162200: 0.67,201904162300: 0.87,201904170000: 0.72,201904170100: 0.41,201904170200: 0.24,201904170300: 0.15,201904170400: 0.12,201904170500: 0.11,201904170600: 0.23,201904170700: 0.4,201904170800: 0.45,201904170900: 0.48,201904171000: 0.38,201904171100: 0.42,201904171200: 0.41,201904171300: 0.47,201904171400: 0.58,201904171500: 0.64,201904171600: 0.67,
201904161700: 0.75,201904161800: 0.75,201904161900: 0.74,201904162000: 0.68,201904162100: 0.65,201904162200: 0.71,201904162300: 0.92,201904170000: 0.68,201904170100: 0.39,201904170200: 0.23,201904170300: 0.14,201904170400: 0.11,201904170500: 0.11,201904170600: 0.22,201904170700: 0.38,201904170800: 0.44,201904170900: 0.45,201904171000: 0.47,201904171100: 0.5,201904171200: 0.48,201904171300: 0.54,201904171400: 0.66,201904171500: 0.72,201904171600: 0.75,
201904161700: 0.8,201904161800: 0.8,201904161900: 0.78,201904162000: 0.71,201904162100: 0.68,201904162200: 0.74,201904162300: 0.96,201904170000: 0.65,201904170100: 0.37,201904170200: 0.22,201904170300: 0.13,201904170400: 0.11,201904170500: 0.1,201904170600: 0.22,201904170700: 0.37,201904170800: 0.49,201904170900: 0.52,201904171000: 0.53,201904171100: 0.56,201904171200: 0.53,201904171300: 0.59,201904171400: 0.72,201904171500: 0.78,201904171600: 0.8,
201904161700: 0.84,201904161800: 0.83,201904161900: 0.82,201904162000: 0.75,201904162100: 0.71,201904162200: 0.78,201904162300: 1.0,201904170000: 0.63,201904170100: 0.36,201904170200: 0.21,201904170300: 0.13,201904170400: 0.11,201904170500: 0.1,201904170600: 0.21,201904170700: 0.54,201904170800: 0.54,201904170900: 0.56,201904171000: 0.57,201904171100: 0.6,201904171200: 0.56,201904171300: 0.62,201904171400: 0.76,201904171500: 0.82,201904171600: 0.84,
201904170900: 0.83,201904171000: 0.87,201904171100: 0.87,201904171200: 0.97,201904171300: 0.9,201904171400: 0.77,201904171500: 0.73,201904171600: 0.73,201904171700: 0.69,201904171800: 0.69,201904171900: 0.73,201904172000: 0.82,201904172100: 0.89,201904172200: 0.24,201904172300: 0.36,201904180000: 0.62,201904180100: 0.88,201904180200: 0.47,201904180300: 0.29,201904180400: 0.2,201904180500: 0.19,201904180600: 0.41,201904180700: 0.69,201904180800: 0.76,
